,MACD_apply_to,MACD_fast,MACD_slow,MACD_signal,MACD_column_div,Divergence_num_exteremes_min,Divergence_num_exteremes_max,Divergence_diff_extereme,BestFinder_n_clusters,BestFinder_alpha,Runner_methode1__lenght_data_5M,Runner_methode1__lenght_data_1H,ExtremePoints_num_max_5M,ExtremePoints_num_min_5M,ExtremePoints_weight_5M,ExtremePoints_num_max_1H,ExtremePoints_num_min_1H,ExtremePoints_weight_1H,TrendLines_num_max_5M,TrendLines_num_min_5M,TrendLines_weight_5M,TrendLines_num_max_1H,TrendLines_num_min_1H,TrendLines_weight_1H,TrendLines_length_long_5M,TrendLines_length_mid_5M,TrendLines_length_short1_5M,TrendLines_length_short2_5M,TrendLines_length_long_1H,TrendLines_length_mid_1H,TrendLines_length_short1_1H,TrendLines_length_short2_1H,TrendLines_power_long_5M,TrendLines_power_mid_5M,TrendLines_power_short1_5M,TrendLines_power_short2_5M,TrendLines_power_long_1H,TrendLines_power_mid_1H,TrendLines_power_short1_1H,TrendLines_power_short2_1H,IchimokouFlatLines_tenkan_5M,IchimokouFlatLines_kijun_5M,IchimokouFlatLines_senkou_5M,IchimokouFlatLines_n_cluster_5M,IchimokouFlatLines_weight_5M,IchimokouFlatLines_tenkan_1H,IchimokouFlatLines_kijun_1H,IchimokouFlatLines_senkou_1H,IchimokouFlatLines_n_cluster_1H,IchimokouFlatLines_weight_1H,BestFinder_n_cluster_low,BestFinder_n_cluster_high,BestFinder_alpha_low,BestFinder_alpha_high,st_percent_min,st_percent_max,tp_percent_min,tp_percent_max,ExtremePoints_status,ExtremePoints_T_5M,ExtremePoints_T_1H,TrendLines_status,TrendLines_T_5M,TrendLines_long_T_5M,TrendLines_mid_T_5M,TrendLines_short1_T_5M,TrendLines_short2_T_5M,TrendLines_T_1H,TrendLines_long_T_1H,TrendLines_mid_T_1H,TrendLines_short1_T_1H,TrendLines_short2_T_1H,IchimokouFlatLines_T_5M,IchimokouFlatLines_T_1H,IchimokouFlatLines_status,score,islearned,isborn,corr,corr_low,corr_high
20,low,119,498,9,macd,80,3,6,19,0.2,2190,817,56,63,159,231,68,926,123,302,814,263,139,666,793,614,458,291,724,583,487,391,592,687,5,297,64,613,41,132,29,37,10,9,569,9,41,32,6,291,13,18,0.06,0.36,1.2,1.09,1.01,1.15,False,True,True,True,False,True,False,False,False,True,False,False,False,False,True,True,True,0.0,False,True,0.0,0.0,0.0
21,close,128,415,9,macds,59,3,6,11,0.2,2060,675,367,117,885,384,322,119,349,261,78,194,198,341,887,811,488,457,877,707,464,350,915,739,270,473,937,925,573,152,9,46,29,12,352,8,44,81,8,86,25,7,0.26,0.02,1.04,1.12,1.13,1.15,True,False,False,True,False,True,True,False,True,False,False,False,True,True,True,False,True,0.0,False,True,0.0,0.0,0.0
22,low,131,404,11,macd,339,2,6,1,0.21,2139,645,129,54,373,368,183,446,121,291,831,198,218,923,585,539,322,255,697,608,477,298,592,316,103,64,181,905,199,20,16,38,34,18,458,5,30,49,7,506,7,20,0.1,0.16,1.19,1.18,1.2,1.13,False,True,True,True,True,True,True,False,False,False,False,False,False,True,False,True,True,0.0,False,True,0.0,0.0,0.0
23,close,107,422,10,macds,28,2,6,16,0.29,2600,354,156,71,247,344,271,418,28,308,566,185,48,856,749,552,355,337,602,590,471,426,946,355,915,641,655,536,35,848,21,56,10,3,652,8,18,99,19,625,21,11,0.22,0.11,1.2,1.1,1.11,1.2,False,False,True,True,False,False,True,True,False,False,True,True,True,False,False,True,True,0.0,False,True,0.0,0.0,0.0
24,close,113,449,8,macds,323,3,6,11,0.36,1174,521,21,334,102,232,19,110,196,185,148,381,289,842,962,774,402,356,970,624,351,257,257,574,218,796,801,692,714,742,16,33,3,9,850,7,41,104,20,907,11,10,0.22,0.08,1.11,1.0,1.2,1.07,False,True,True,True,True,False,True,False,False,True,False,True,False,True,False,False,True,0.0,False,True,0.0,0.0,0.0
25,HLC/3,108,469,12,macdh,5,2,6,6,0.1,2834,257,33,216,616,262,54,49,132,130,681,2,335,945,738,654,466,373,996,905,307,297,770,76,236,891,93,189,763,111,29,59,25,11,287,17,27,77,1,680,19,1,0.38,0.2,1.15,1.07,1.19,1.11,True,False,False,False,True,True,True,True,False,False,True,False,True,False,True,True,False,0.0,False,True,0.0,0.0,0.0
26,HLCC/4,113,422,8,macd,67,3,6,7,0.24,1068,702,104,6,461,100,395,318,46,234,668,236,238,536,626,607,459,355,673,521,427,374,332,437,571,391,465,945,809,607,7,10,38,7,286,4,24,15,4,947,20,1,0.06,0.07,1.16,1.11,1.18,1.15,True,True,False,True,True,False,False,True,False,False,False,True,True,True,False,True,True,0.0,False,True,0.0,0.0,0.0
27,open,108,492,11,macdh,310,2,6,8,0.13,1610,471,187,309,6,292,291,174,180,56,111,286,311,529,863,542,381,257,936,641,365,276,894,809,597,490,987,856,829,707,13,28,69,17,65,3,11,97,6,174,19,22,0.21,0.01,1.06,1.15,1.05,1.08,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,0.0,False,True,0.0,0.0,0.0
28,HLCC/4,140,583,10,macds,152,3,6,11,0.32,309,340,98,166,333,57,96,262,40,65,140,32,242,683,970,690,490,409,710,693,369,268,312,201,35,758,344,628,648,168,16,26,69,4,883,11,13,23,14,648,20,9,0.23,0.3,1.03,1.19,1.14,1.05,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,0.0,False,True,0.0,0.0,0.0
29,close,122,561,12,macdh,292,2,6,19,0.02,2376,692,324,305,697,228,278,73,385,18,994,262,399,699,819,783,444,292,747,600,293,267,596,996,580,558,476,339,30,244,6,24,84,11,716,8,38,99,12,938,21,21,0.39,0.37,1.16,1.05,1.2,1.04,False,False,True,True,True,True,False,True,True,False,True,True,True,False,False,False,False,0.0,False,True,0.0,0.0,0.0
30,close,133,557,8,macdh,338,2,6,15,0.08,1653,628,275,330,408,73,220,716,126,12,459,154,315,956,871,870,475,294,898,625,351,347,170,904,349,590,580,876,209,753,9,57,94,10,990,13,33,17,11,966,12,6,0.12,0.11,1.04,1.09,1.17,1.05,False,False,False,False,False,True,False,True,True,False,False,False,True,False,False,False,False,0.0,False,True,0.0,0.0,0.0
31,open,121,404,8,macdh,59,2,6,14,0.21,2418,701,146,307,120,90,31,898,346,153,703,291,166,247,964,780,395,394,950,930,379,275,226,872,325,958,195,357,218,142,3,19,81,7,592,5,9,98,10,745,8,12,0.17,0.18,1.06,1.08,1.16,1.02,False,True,False,False,True,True,False,False,False,True,True,True,False,False,True,True,False,0.0,False,True,0.0,0.0,0.0
32,OHLC/4,118,509,10,macdh,382,2,6,8,0.05,2271,724,220,337,312,303,121,769,252,259,155,146,107,787,867,662,456,423,965,774,336,263,897,553,204,776,586,136,478,401,5,59,73,18,189,16,34,102,1,393,18,11,0.12,0.12,1.0,1.16,1.2,1.15,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,0.0,False,True,0.0,0.0,0.0
33,high,150,532,11,macds,160,3,6,14,0.33,531,362,115,390,890,278,3,419,84,266,227,64,110,66,996,793,359,312,892,627,375,260,279,572,261,491,594,160,522,927,5,51,89,1,932,10,42,97,5,105,12,17,0.36,0.18,1.08,1.06,1.0,1.13,True,False,False,True,True,True,True,True,True,False,True,True,False,False,True,False,False,0.0,False,True,0.0,0.0,0.0
34,HLCC/4,113,553,8,macdh,197,3,6,10,0.32,1647,207,356,195,944,263,363,545,89,205,999,81,207,256,938,667,437,392,839,782,389,358,986,198,106,357,656,609,109,875,12,58,15,10,452,13,18,89,15,624,3,12,0.3,0.17,1.03,1.0,1.12,1.18,False,True,True,True,False,True,True,False,False,False,False,True,True,False,False,True,False,0.0,False,True,0.0,0.0,0.0
35,close,151,582,8,macdh,325,2,6,9,0.37,2427,622,346,121,915,342,392,867,299,330,165,336,349,981,978,955,378,369,646,645,394,303,66,420,774,125,867,617,825,394,16,52,73,8,831,2,44,7,3,367,1,10,0.07,0.05,1.02,1.06,1.2,1.08,True,False,False,False,False,True,False,False,False,False,True,False,True,True,True,False,True,0.0,False,True,0.0,0.0,0.0
36,high,107,592,12,macd,352,2,6,9,0.38,452,689,174,108,539,378,114,113,15,12,785,184,181,750,850,706,355,315,737,693,288,278,225,701,949,800,36,993,871,393,23,44,101,1,403,4,42,65,17,991,18,18,0.23,0.36,1.06,1.0,1.12,1.17,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,0.0,False,True,0.0,0.0,0.0
37,open,125,553,9,macd,177,3,6,13,0.27,1009,706,319,95,496,87,188,208,196,236,319,109,54,537,697,529,409,362,759,581,369,359,847,286,912,399,922,972,255,451,8,45,23,16,516,6,24,86,13,334,10,11,0.25,0.4,1.0,1.09,1.08,1.15,False,True,True,False,False,True,False,False,False,True,True,True,False,False,True,False,False,0.0,False,True,0.0,0.0,0.0
38,high,140,575,8,macd,147,2,6,1,0.2,1560,645,207,205,707,206,58,491,43,234,929,66,29,21,866,841,422,319,915,854,491,475,174,849,213,134,784,123,847,30,16,48,101,9,641,11,47,86,16,625,21,4,0.19,0.35,1.13,1.17,1.1,1.04,True,True,True,False,False,False,False,True,False,True,True,True,True,True,False,True,True,0.0,False,True,0.0,0.0,0.0
39,close,143,402,8,macds,18,2,6,2,0.04,852,768,204,185,349,149,17,411,34,118,799,32,123,225,950,891,487,280,902,834,356,259,349,420,599,730,630,642,386,900,16,45,89,6,376,18,22,41,5,661,16,23,0.2,0.01,1.13,1.13,1.13,1.06,False,False,False,True,True,False,True,True,False,False,True,True,False,True,True,True,False,0.0,False,True,0.0,0.0,0.0
40,low,117,479,9,macd,389,2,6,7,0.3,2342,736,290,21,260,359,279,922,31,392,668,147,80,686,729,545,428,414,735,507,494,467,80,543,801,923,775,838,561,110,8,20,80,17,372,8,39,33,8,700,9,3,0.31,0.06,1.03,1.03,1.05,1.19,False,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,True,0.0,False,True,0.0,0.0,0.0
41,low,148,430,8,macd,103,3,6,2,0.35,1710,423,342,297,132,190,147,538,52,322,208,73,216,984,809,802,365,284,877,565,439,392,12,775,33,919,377,331,629,784,17,21,53,7,290,6,43,38,20,194,16,21,0.12,0.4,1.03,1.06,1.19,1.1,True,True,True,False,False,True,False,False,True,False,False,True,False,False,True,True,True,0.0,False,True,0.0,0.0,0.0
42,HLCC/4,122,470,12,macdh,240,3,6,6,0.34,2814,730,394,223,540,327,301,934,141,49,55,48,261,703,935,774,427,283,816,538,318,313,564,892,167,310,89,611,741,624,30,41,95,17,298,4,35,35,19,736,6,2,0.3,0.21,1.13,1.16,1.11,1.12,False,True,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,0.0,False,True,0.0,0.0,0.0
43,low,102,527,10,macdh,226,3,6,4,0.3,276,637,202,174,375,349,178,804,247,302,128,319,110,779,919,621,421,340,568,534,493,337,226,126,946,808,226,555,805,109,9,37,26,10,385,9,20,100,1,807,14,7,0.24,0.38,1.11,1.08,1.14,1.18,True,False,False,False,True,True,False,True,True,False,True,False,False,True,True,False,False,0.0,False,True,0.0,0.0,0.0
44,HLC/3,104,542,12,macds,171,2,6,15,0.02,1960,314,320,335,464,329,126,555,380,161,73,364,201,193,998,748,467,358,943,873,442,273,197,429,430,105,735,950,938,538,26,32,42,14,804,8,26,86,6,790,11,23,0.11,0.33,1.04,1.1,1.17,1.17,False,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,0.0,False,True,0.0,0.0,0.0
45,close,121,493,10,macd,349,2,6,7,0.36,2492,879,386,357,249,54,142,486,171,112,215,233,272,417,963,735,419,376,650,614,474,396,29,636,583,21,687,860,402,816,12,42,14,17,160,10,15,17,3,207,19,8,0.4,0.17,1.13,1.14,1.11,1.2,True,False,False,True,True,False,False,False,True,True,True,False,True,True,True,True,False,0.0,False,True,0.0,0.0,0.0
46,open,126,474,11,macdh,198,2,6,13,0.36,458,399,177,156,202,354,79,938,69,88,824,77,115,335,827,532,411,275,656,552,347,314,226,243,910,148,446,952,668,832,13,48,39,18,807,7,36,90,6,142,10,18,0.15,0.02,1.03,1.11,1.19,1.11,False,False,True,False,False,True,True,True,True,False,True,False,True,False,False,False,False,0.0,False,True,0.0,0.0,0.0
47,HLCC/4,129,542,8,macds,151,2,6,16,0.19,954,768,342,368,200,20,41,34,179,190,312,36,27,657,932,723,496,489,916,648,463,332,118,189,365,624,993,165,590,885,18,49,9,18,410,7,46,70,12,963,4,15,0.3,0.19,1.01,1.14,1.11,1.0,False,False,True,True,False,True,True,True,False,True,False,False,True,False,False,False,True,0.0,False,True,0.0,0.0,0.0
48,low,144,531,11,macd,329,3,6,2,0.33,725,919,368,36,509,88,265,604,96,196,468,78,328,38,962,769,466,395,928,886,455,372,275,650,457,426,414,801,741,149,21,55,17,19,980,8,31,67,16,471,7,24,0.08,0.21,1.07,1.09,1.05,1.0,False,True,True,True,True,False,True,False,False,False,True,False,False,True,False,True,False,0.0,False,True,0.0,0.0,0.0
49,OHLC/4,122,524,9,macds,243,2,6,7,0.02,1456,996,175,180,549,303,271,722,201,113,567,166,301,320,694,511,385,278,878,803,433,313,79,601,820,352,898,580,30,407,13,36,75,15,300,3,34,75,11,801,16,4,0.25,0.09,1.16,1.03,1.05,1.02,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,False,0.0,False,True,0.0,0.0,0.0
50,HLCC/4,103,460,8,macdh,296,2,6,11,0.28,1634,344,234,184,183,370,172,454,341,85,733,146,248,279,705,595,436,298,993,672,380,259,129,666,664,191,44,263,803,764,6,29,8,6,221,11,46,18,16,255,6,4,0.29,0.03,1.02,1.08,1.18,1.0,True,True,False,False,False,True,True,True,True,True,False,False,True,True,True,False,True,0.0,False,True,0.0,0.0,0.0
51,high,111,502,10,macds,284,2,6,2,0.11,1750,664,397,280,15,104,206,888,346,225,578,73,71,463,547,537,393,377,922,749,477,261,996,239,998,557,23,553,535,793,5,36,3,15,694,10,40,13,8,518,7,4,0.07,0.24,1.11,1.03,1.17,1.15,False,True,False,False,True,True,True,True,True,True,True,True,True,True,False,True,True,0.0,False,True,0.0,0.0,0.0
52,close,139,397,12,macdh,9,3,6,15,0.1,904,920,353,218,464,385,2,277,251,97,512,172,127,967,870,529,349,336,811,797,384,314,85,676,797,495,341,542,181,111,24,48,43,8,766,5,35,73,14,106,3,19,0.21,0.18,1.18,1.02,1.09,1.04,True,False,False,True,True,True,False,True,False,True,False,False,False,True,False,False,True,0.0,False,True,0.0,0.0,0.0
53,HLC/3,124,529,12,macds,271,2,6,20,0.29,1593,386,217,341,612,36,339,352,257,35,810,395,256,683,626,585,292,287,988,591,420,278,158,596,159,737,916,418,251,899,17,39,80,3,26,15,36,56,6,282,10,24,0.12,0.09,1.12,1.2,1.17,1.02,False,True,True,True,False,False,False,False,True,False,False,False,False,True,False,True,True,0.0,False,True,0.0,0.0,0.0
54,HL/2,111,411,8,macd,257,3,6,1,0.39,1576,640,279,366,7,59,296,807,177,198,645,180,398,383,903,571,482,270,706,564,347,314,793,289,856,482,63,669,765,512,14,37,78,2,892,7,20,5,4,91,2,6,0.25,0.26,1.0,1.03,1.02,1.14,True,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,True,0.0,False,True,0.0,0.0,0.0
55,HLC/3,139,578,11,macdh,135,3,6,7,0.07,1448,311,340,300,529,79,238,657,47,221,96,68,18,611,808,762,318,284,664,532,347,324,881,36,468,939,669,98,707,692,19,31,89,13,406,13,37,9,15,281,14,16,0.03,0.18,1.05,1.05,1.05,1.08,True,True,False,False,False,True,True,True,False,False,False,True,True,True,False,True,False,0.0,False,True,0.0,0.0,0.0
56,HL/2,104,491,12,macds,316,2,6,8,0.25,401,681,229,270,925,99,101,547,163,209,196,365,289,997,630,557,418,345,907,655,350,298,456,222,704,960,36,52,109,703,16,17,50,12,610,7,9,72,2,933,13,11,0.32,0.21,1.15,1.17,1.01,1.18,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,0.0,False,True,0.0,0.0,0.0
57,high,123,527,8,macds,306,2,6,12,0.26,1465,606,359,48,992,252,336,188,345,128,296,171,309,148,750,555,497,407,705,616,426,307,678,510,345,632,618,854,532,638,5,21,103,8,497,4,16,30,12,562,5,14,0.1,0.27,1.12,1.16,1.17,1.05,True,True,True,False,True,True,False,False,True,True,False,False,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
58,HLC/3,129,414,11,macd,390,2,6,8,0.38,1664,991,362,127,425,165,110,554,65,198,970,202,66,327,909,697,415,340,899,520,449,318,208,762,597,658,130,126,568,26,19,52,44,11,146,5,47,36,5,825,15,25,0.32,0.13,1.03,1.11,1.09,1.08,True,False,True,True,False,True,True,True,False,False,False,False,True,True,False,False,False,0.0,False,True,0.0,0.0,0.0
59,OHLC/4,134,478,9,macd,259,2,6,1,0.12,2460,619,160,358,647,360,374,706,389,385,686,152,130,329,996,907,474,301,961,537,487,458,223,703,679,352,929,871,225,409,5,37,22,18,519,4,37,43,2,915,23,11,0.21,0.37,1.12,1.03,1.02,1.2,True,True,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,0.0,False,True,0.0,0.0,0.0
60,HLCC/4,127,528,9,macds,147,3,6,17,0.39,2525,544,349,163,585,271,76,577,30,51,40,48,17,68,769,584,499,441,835,518,299,284,946,37,509,848,102,91,512,111,3,41,36,7,562,7,31,18,1,45,13,9,0.03,0.28,1.05,1.2,1.06,1.07,True,False,True,False,False,True,False,True,True,True,True,False,False,False,False,True,False,0.0,False,True,0.0,0.0,0.0
61,OHLC/4,107,583,11,macds,17,3,6,17,0.06,351,226,35,32,339,392,268,803,296,45,442,216,114,525,560,553,440,380,844,647,411,342,608,223,177,624,303,787,919,854,6,13,30,19,544,7,52,16,17,390,11,5,0.2,0.3,1.07,1.05,1.12,1.03,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,0.0,False,True,0.0,0.0,0.0
