,StochAstic_k,StochAstic_d,StochAstic_smooth_k,StochAstic_mamod,StochAstic_column_div,Divergence_num_exteremes_min,Divergence_num_exteremes_max,Divergence_diff_extereme,BestFinder_n_clusters,BestFinder_alpha,Runner_methode1__lenght_data_5M,Runner_methode1__lenght_data_1H,ExtremePoints_num_max_5M,ExtremePoints_num_min_5M,ExtremePoints_weight_5M,ExtremePoints_num_max_1H,ExtremePoints_num_min_1H,ExtremePoints_weight_1H,TrendLines_num_max_5M,TrendLines_num_min_5M,TrendLines_weight_5M,TrendLines_num_max_1H,TrendLines_num_min_1H,TrendLines_weight_1H,TrendLines_length_long_5M,TrendLines_length_mid_5M,TrendLines_length_short1_5M,TrendLines_length_short2_5M,TrendLines_length_long_1H,TrendLines_length_mid_1H,TrendLines_length_short1_1H,TrendLines_length_short2_1H,TrendLines_power_long_5M,TrendLines_power_mid_5M,TrendLines_power_short1_5M,TrendLines_power_short2_5M,TrendLines_power_long_1H,TrendLines_power_mid_1H,TrendLines_power_short1_1H,TrendLines_power_short2_1H,IchimokouFlatLines_tenkan_5M,IchimokouFlatLines_kijun_5M,IchimokouFlatLines_senkou_5M,IchimokouFlatLines_n_cluster_5M,IchimokouFlatLines_weight_5M,IchimokouFlatLines_tenkan_1H,IchimokouFlatLines_kijun_1H,IchimokouFlatLines_senkou_1H,IchimokouFlatLines_n_cluster_1H,IchimokouFlatLines_weight_1H,BestFinder_n_cluster_low,BestFinder_n_cluster_high,BestFinder_alpha_low,BestFinder_alpha_high,st_percent_min,st_percent_max,tp_percent_min,tp_percent_max,ExtremePoints_status,ExtremePoints_T_5M,ExtremePoints_T_1H,TrendLines_status,TrendLines_T_5M,TrendLines_long_T_5M,TrendLines_mid_T_5M,TrendLines_short1_T_5M,TrendLines_short2_T_5M,TrendLines_T_1H,TrendLines_long_T_1H,TrendLines_mid_T_1H,TrendLines_short1_T_1H,TrendLines_short2_T_1H,IchimokouFlatLines_T_5M,IchimokouFlatLines_T_1H,IchimokouFlatLines_status,score,islearned,isborn,corr,corr_low,corr_high
10,668,476,19,wma,StochAstic_d,194,48,5,2,0.13,1977,206,116,337,242,233,214,426,388,190,863,293,255,783,837,606,432,405,876,854,375,301,9,743,210,828,541,583,134,945,28,40,23,15,55,9,13,91,4,196,17,14,0.22,0.33,0.55,0.89,0.64,0.94,True,True,True,True,True,True,True,False,True,False,True,True,True,False,False,True,False,6.236920412594824,True,False,-0.1124951100218856,-0.0846762011390865,-0.0840639074239515
11,270,143,3,sma,StochAstic_k,78,48,6,14,0.14,468,347,152,24,908,368,365,549,189,203,346,281,150,616,878,535,453,394,884,694,445,378,609,372,402,783,515,106,863,453,3,31,103,4,63,15,36,66,14,909,23,6,0.26,0.2,0.51,0.77,0.8,0.98,True,True,False,True,False,False,False,True,False,True,True,False,False,True,False,False,True,34.14553122689246,True,False,-0.2259662313075628,-0.1202745949274066,-0.1190204759534697
12,204,159,4,ema,StochAstic_k,315,53,5,2,0.33,1789,659,96,16,246,367,46,530,299,70,202,250,57,684,858,576,486,387,867,728,354,344,265,44,22,165,646,155,106,272,19,22,82,11,598,4,23,47,18,338,8,1,0.01,0.17,0.49,0.7,0.79,0.92,False,False,True,True,True,False,True,False,True,False,True,True,True,True,True,True,False,30.444906744222568,True,False,-0.1143653485070763,-0.0472970065721898,-0.0458353579586525
13,709,449,24,wma,StochAstic_d,73,51,5,3,0.26,2246,295,188,107,138,305,244,618,82,344,253,369,104,980,689,591,455,361,969,532,475,411,801,197,401,791,842,197,784,835,12,25,65,15,28,10,51,95,1,277,15,3,0.1,0.32,0.59,0.86,0.67,0.9,False,False,True,True,False,True,True,False,True,True,True,False,False,False,False,True,False,6.83671688263228,True,False,,-0.0003625593176724,0.0001541753573469
14,228,176,3,ema,StochAstic_k,7,54,6,8,0.37,2895,449,339,197,524,16,4,48,337,209,584,222,316,347,973,727,363,299,535,505,443,353,42,653,999,313,201,636,150,107,8,46,10,13,221,5,36,11,19,635,22,12,0.4,0.38,0.5,0.61,0.8,0.87,False,True,True,True,False,True,True,True,False,False,False,True,False,True,False,False,False,37.31382676580007,True,False,-0.129441455263584,-0.052260934579928,-0.051874389881583
15,205,129,3,wma,StochAstic_k,33,39,5,6,0.01,2689,560,18,273,601,338,22,823,176,177,173,187,166,729,953,808,460,295,998,737,396,325,327,762,398,411,1000,381,953,183,11,60,97,2,680,7,26,89,8,580,3,17,0.22,0.35,0.47,0.67,0.77,0.93,False,False,True,True,True,False,False,True,False,True,True,True,True,True,False,False,False,30.14208650900613,True,False,-0.1194169649498396,-0.0462531524303895,-0.0448996439586928
16,217,174,3,wma,StochAstic_k,57,52,5,10,0.39,1563,944,317,55,840,280,87,507,205,210,732,115,336,996,916,501,399,264,887,596,398,343,839,28,782,970,630,837,804,126,15,36,72,8,410,4,46,66,16,170,23,23,0.27,0.01,0.55,0.72,0.86,0.99,False,True,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,37.2163635100275,True,False,-0.1098902048968502,-0.0441147449424656,-0.0432199178665786
17,657,375,21,ema,StochAstic_d,102,67,6,18,0.13,2796,469,137,380,941,302,158,441,85,374,393,72,107,848,700,587,424,301,830,580,358,336,518,909,740,663,835,694,577,983,20,47,52,9,686,11,27,68,7,318,4,4,0.08,0.26,0.61,0.76,0.75,0.9,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True,True,True,5.007724750742052,True,False,-0.0923717823898268,-0.0640450234979274,-0.0615322203112841
18,222,137,3,sma,StochAstic_k,155,43,4,9,0.18,2136,898,305,224,621,120,264,303,323,387,697,101,324,587,980,974,427,322,648,551,479,334,492,860,762,767,733,205,835,979,14,44,71,20,550,10,18,61,5,874,18,18,0.06,0.17,0.49,0.77,0.77,0.98,True,True,False,True,True,False,True,True,True,False,False,True,True,True,False,True,False,33.44708862648825,True,False,-0.1523695047537648,-0.0730737712443808,-0.0722533260566406
19,245,155,3,sma,StochAstic_k,245,41,6,7,0.02,2091,219,59,268,697,34,183,917,183,138,218,31,328,493,979,728,456,422,702,657,446,393,182,400,871,359,905,69,710,685,5,19,3,10,69,8,19,45,14,811,22,23,0.02,0.28,0.46,0.7,0.77,0.95,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,34.3380544315373,True,False,-0.2179280622606501,-0.1066573532574737,-0.1061701604781322
20,725,352,20,sma,StochAstic_d,62,52,3,4,0.2,1505,807,128,230,236,321,261,968,143,132,354,354,155,117,761,666,467,378,705,649,496,320,889,875,321,489,584,884,110,275,23,49,94,10,93,11,51,73,3,134,16,16,0.09,0.03,0.28,0.36,0.43,0.55,True,True,False,True,False,False,False,False,False,True,True,False,True,False,False,True,False,10.467817161311968,True,False,-0.1499335833639783,-0.1210257944640557,-0.1210851777409603
21,655,339,17,sma,StochAstic_d,231,64,1,9,0.3,2277,878,69,268,277,154,187,162,116,367,700,78,143,723,712,560,479,452,833,653,401,347,378,703,908,553,869,645,398,481,5,51,27,12,961,13,18,21,3,451,17,12,0.16,0.31,0.25,0.4,0.3,0.46,True,False,True,False,True,False,True,True,False,False,True,True,False,False,False,False,True,17.656268068606423,True,False,-0.1365645840143999,-0.104755698239337,-0.1066354867130569
22,538,459,20,wma,StochAstic_d,9,65,6,4,0.35,2137,277,318,185,601,128,188,762,66,165,337,238,364,72,988,601,493,425,799,657,409,302,45,79,911,387,915,68,110,881,8,25,52,3,215,18,24,64,4,121,18,22,0.08,0.32,0.25,0.4,0.3,0.46,False,True,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,21.998933395300167,True,False,-0.0901218904879373,-0.0593391744469237,-0.059880050750276
23,758,418,20,sma,StochAstic_d,71,59,4,9,0.07,212,452,309,57,700,351,108,491,35,20,155,73,119,534,862,747,416,298,881,542,488,252,106,112,317,647,466,368,619,294,24,41,36,10,240,8,26,4,3,145,5,12,0.23,0.36,0.65,0.71,0.8,0.85,False,True,False,True,False,False,True,False,False,False,True,True,True,True,True,True,True,6.625888961481867,True,False,-0.0788867595541384,-0.0500640341537099,-0.0510722839264012
24,709,373,19,sma,StochAstic_d,24,59,5,4,0.15,348,795,399,144,646,116,209,927,197,9,974,365,317,270,863,813,378,365,892,834,320,290,692,214,846,310,677,276,767,404,17,20,81,19,255,8,25,102,7,708,15,1,0.01,0.2,0.25,0.4,0.3,0.46,False,True,False,True,False,False,False,False,True,False,True,True,False,False,True,True,True,12.719038982502836,True,False,-0.1233622478256021,-0.0948229155736776,-0.0942788384464721
25,532,482,24,wma,StochAstic_d,93,56,3,5,0.12,915,462,147,133,3,57,201,922,116,308,817,16,59,296,796,664,355,289,856,590,485,402,483,329,294,408,385,889,535,802,12,17,7,2,160,5,48,97,10,161,24,15,0.21,0.18,0.25,0.4,0.3,0.46,False,True,False,True,True,False,True,False,True,True,False,True,True,True,False,True,False,14.738361239556031,True,False,-0.149409187976644,-0.1248125010521762,-0.1260485834623581
26,239,137,3,ema,StochAstic_k,93,53,4,16,0.33,2563,304,291,110,372,306,281,332,136,49,703,30,26,978,783,533,494,451,888,521,465,330,343,140,838,617,924,793,807,292,21,50,64,15,736,13,44,41,17,308,10,20,0.01,0.3,0.48,0.64,0.84,0.95,True,False,True,True,False,True,True,True,True,True,False,False,False,True,False,False,True,40.820457403363946,True,False,-0.0950280166498838,-0.0400426548459655,-0.0386831976628738
27,201,146,3,ema,StochAstic_k,93,46,5,20,0.31,2155,266,9,107,786,146,390,865,159,17,408,12,197,205,811,697,492,316,975,783,487,336,951,467,14,432,412,437,573,650,7,24,16,2,221,6,19,60,16,919,10,6,0.31,0.24,0.46,0.81,0.75,0.98,True,True,True,False,False,True,True,False,True,True,False,True,False,False,True,True,False,34.38910374153557,True,False,-0.1344222814386524,-0.0574920084113391,-0.0564813030895871
28,208,155,3,wma,StochAstic_d,36,53,5,8,0.07,373,975,112,3,153,392,208,431,271,10,896,238,294,311,917,686,490,384,902,681,443,274,727,807,372,66,700,33,958,84,14,24,88,17,446,7,43,30,8,33,20,8,0.18,0.06,0.14,0.19,0.34,0.43,False,False,True,False,False,True,True,False,False,True,True,True,True,True,False,False,False,36.1104421777106,True,False,,0.000325258905674,-0.001293116872842
29,251,177,3,ema,StochAstic_d,5,50,5,3,0.31,685,964,81,338,656,192,270,476,339,298,960,86,361,820,891,583,452,376,782,710,478,409,255,538,843,772,900,826,262,609,3,14,82,2,478,7,10,72,20,613,3,13,0.35,0.1,0.2,0.31,0.4,0.6,True,True,False,True,True,True,False,False,False,True,False,True,True,False,False,True,False,37.10643689210384,True,False,-0.10555514713598033,-0.06125305925797902,-0.06233898769882423
30,215,157,4,sma,StochAstic_k,334,56,6,11,0.25,612,762,283,200,118,164,7,216,112,35,256,248,261,522,654,608,453,298,978,911,325,312,762,863,21,339,829,163,483,588,11,60,41,20,322,13,24,85,10,883,8,23,0.3,0.17,0.43,0.76,0.79,1.07,False,False,False,True,True,False,True,True,True,False,False,True,False,False,False,False,True,34.15334019492506,True,False,-0.11383397576098837,-0.042785264636036574,-0.04184025074595412
31,588,478,24,wma,StochAstic_k,319,48,6,2,0.17,2954,403,137,160,2,315,308,797,213,366,677,268,209,737,814,559,399,251,889,811,462,337,369,723,989,458,442,124,361,467,17,22,85,8,319,11,19,30,1,24,9,20,0.28,0.07,1.19,1.05,1.14,1.11,True,False,False,False,False,True,False,True,True,False,True,True,True,False,False,False,True,0.0,False,True,0.0,0.0,0.0
32,577,464,24,sma,StochAstic_d,10,62,6,16,0.18,2625,619,201,68,577,233,20,194,146,298,750,48,194,916,961,913,391,340,588,516,500,371,206,23,816,727,692,79,665,411,10,44,75,12,369,7,51,45,16,458,2,5,0.11,0.36,1.16,1.05,1.12,1.2,True,False,True,False,True,True,False,False,False,False,True,True,True,False,True,True,True,0.0,False,True,0.0,0.0,0.0
33,576,453,17,ema,StochAstic_d,23,56,6,14,0.17,1854,483,231,276,133,305,84,767,85,64,709,108,283,961,815,562,469,308,759,654,413,254,742,734,205,359,213,967,819,670,4,57,53,19,616,15,36,5,18,440,7,14,0.4,0.37,1.0,1.18,1.1,1.07,False,False,False,False,False,False,True,True,False,False,True,True,False,False,True,False,False,0.0,False,True,0.0,0.0,0.0
34,781,417,17,sma,StochAstic_d,235,50,6,16,0.05,2164,319,171,324,17,128,79,285,272,325,378,359,21,916,660,544,458,296,933,667,465,354,129,450,935,165,294,242,974,95,20,52,11,16,330,10,15,82,15,760,12,16,0.07,0.4,1.17,1.07,1.14,1.0,True,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,0.0,False,True,0.0,0.0,0.0
35,644,375,26,ema,StochAstic_d,396,64,6,1,0.4,491,436,226,305,817,329,74,99,8,197,209,146,312,475,947,822,482,284,731,646,405,301,286,256,507,389,721,329,48,250,18,60,15,9,513,5,12,8,16,913,14,16,0.21,0.21,1.1,1.0,1.18,1.13,True,True,False,True,False,True,True,True,False,True,False,False,True,False,False,False,False,0.0,False,True,0.0,0.0,0.0
36,525,481,19,wma,StochAstic_d,323,70,6,12,0.25,2572,773,381,174,101,277,208,366,289,25,910,38,117,320,961,669,391,356,656,564,308,297,136,342,903,26,499,255,474,550,30,44,12,9,711,7,49,76,8,792,23,22,0.4,0.12,1.11,1.14,1.09,1.13,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,0.0,False,True,0.0,0.0,0.0
37,577,390,21,wma,StochAstic_k,369,48,6,13,0.37,2662,541,176,348,931,376,52,486,292,292,125,361,179,688,872,682,454,329,695,566,333,278,791,454,379,414,343,997,771,694,9,32,49,6,333,8,42,32,8,338,5,7,0.02,0.15,1.05,1.11,1.11,1.14,False,True,False,True,True,True,True,False,True,False,False,True,False,False,False,True,True,0.0,False,True,0.0,0.0,0.0
38,761,492,21,ema,StochAstic_k,266,55,6,6,0.33,2614,286,156,29,666,230,160,34,307,388,212,138,135,107,773,581,430,267,805,715,406,351,897,190,308,823,596,921,570,450,17,46,68,1,291,3,15,57,7,487,17,6,0.05,0.1,1.17,1.16,1.09,1.05,True,True,False,False,True,False,False,False,True,False,False,True,False,True,True,False,True,0.0,False,True,0.0,0.0,0.0
39,579,367,21,sma,StochAstic_d,137,58,6,1,0.27,2744,375,100,232,270,203,359,100,52,370,630,338,308,637,826,737,343,278,835,524,457,261,811,520,246,864,11,282,474,374,19,42,57,13,101,10,21,102,11,863,20,9,0.12,0.38,1.17,1.19,1.11,1.19,False,False,False,True,True,True,False,True,True,False,True,True,False,True,False,True,False,0.0,False,True,0.0,0.0,0.0
40,777,456,23,sma,StochAstic_d,265,58,6,19,0.17,1239,647,261,256,172,365,265,447,128,358,136,342,100,250,754,730,379,296,792,581,336,324,534,498,553,234,339,501,980,424,9,38,57,9,109,12,47,20,19,375,1,6,0.18,0.25,1.05,1.05,1.2,1.04,True,True,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,0.0,False,True,0.0,0.0,0.0
41,779,341,17,sma,StochAstic_k,164,58,6,12,0.17,1057,228,98,62,759,81,3,264,214,81,748,32,353,505,849,636,372,346,787,564,406,267,19,199,367,984,439,245,705,388,28,59,32,1,767,16,18,74,13,773,19,24,0.11,0.24,1.16,1.1,1.11,1.12,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,True,True,0.0,False,True,0.0,0.0,0.0
42,529,429,19,ema,StochAstic_d,201,65,6,18,0.08,951,477,253,101,141,297,103,222,97,115,821,302,117,627,669,593,364,353,580,516,439,255,879,539,338,512,138,987,247,357,12,21,43,8,783,3,4,29,12,64,14,3,0.11,0.08,1.17,1.12,1.2,1.09,True,True,True,True,False,False,True,False,False,True,False,False,False,True,True,True,True,0.0,False,True,0.0,0.0,0.0
43,554,400,21,wma,StochAstic_k,48,66,6,18,0.03,1216,495,304,126,939,192,332,876,82,257,196,273,399,869,972,934,394,331,742,527,446,353,680,896,872,552,824,528,665,192,14,42,40,16,648,9,16,96,6,135,18,2,0.38,0.07,1.09,1.15,1.2,1.13,True,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,True,0.0,False,True,0.0,0.0,0.0
44,732,409,26,ema,StochAstic_d,351,70,6,3,0.35,2966,777,181,115,993,330,119,881,31,95,449,381,275,745,967,660,344,283,965,689,364,345,791,617,506,661,164,862,220,757,17,38,91,19,260,2,16,32,18,769,5,1,0.27,0.34,1.19,1.04,1.07,1.12,True,True,True,False,False,True,True,False,True,False,False,True,True,True,False,False,True,0.0,False,True,0.0,0.0,0.0
45,595,498,17,ema,StochAstic_d,189,65,6,12,0.27,2293,764,124,316,831,61,216,506,279,121,791,176,126,70,843,803,479,476,837,628,410,295,327,586,362,190,603,821,68,462,5,38,71,9,884,9,37,92,16,734,1,23,0.23,0.17,1.0,1.06,1.0,1.12,False,False,False,False,True,True,False,False,False,True,False,True,True,True,True,False,False,0.0,False,True,0.0,0.0,0.0
46,654,492,22,ema,StochAstic_d,393,69,6,9,0.29,1901,906,204,216,276,325,278,601,207,386,351,19,398,187,949,771,478,449,680,544,477,379,246,434,389,627,37,313,199,652,10,15,10,16,24,15,30,37,17,443,14,16,0.39,0.03,1.0,1.01,1.14,1.19,False,False,False,True,False,True,True,True,False,False,True,False,True,True,True,True,True,0.0,False,True,0.0,0.0,0.0
47,625,407,18,wma,StochAstic_k,157,65,6,14,0.29,678,543,295,91,572,40,33,575,351,125,133,354,117,321,787,584,291,270,759,530,434,349,473,152,172,85,765,303,338,346,6,55,87,16,982,11,28,17,18,948,25,2,0.34,0.19,1.06,1.13,1.08,1.19,False,False,False,True,True,False,True,True,True,False,False,True,False,True,False,True,True,0.0,False,True,0.0,0.0,0.0
48,599,377,21,wma,StochAstic_k,333,47,6,3,0.08,1352,551,395,115,965,298,13,721,248,263,296,387,45,79,659,566,408,251,685,516,412,282,663,894,420,498,522,88,631,326,10,32,47,7,984,11,33,19,11,88,21,8,0.31,0.1,1.05,1.2,1.12,1.1,False,False,True,False,False,False,True,True,False,True,True,True,True,False,False,False,False,0.0,False,True,0.0,0.0,0.0
49,527,444,21,ema,StochAstic_k,369,47,6,4,0.08,420,516,239,297,561,258,199,748,81,108,432,133,39,883,877,838,327,296,662,534,447,358,750,790,250,736,323,451,613,223,10,33,76,4,226,8,17,86,7,854,5,1,0.38,0.35,1.2,1.08,1.17,1.08,False,False,False,False,True,True,True,False,True,True,True,True,False,False,True,True,False,0.0,False,True,0.0,0.0,0.0
50,684,449,22,sma,StochAstic_k,181,51,6,6,0.09,2266,818,239,328,431,163,32,366,359,278,392,272,400,650,998,531,427,389,984,867,445,395,674,341,404,49,910,761,941,599,8,20,5,10,80,10,19,54,7,735,16,13,0.13,0.38,1.1,1.19,1.16,1.03,False,False,False,True,False,False,True,True,False,True,True,True,False,False,True,True,False,0.0,False,True,0.0,0.0,0.0
51,680,395,19,sma,StochAstic_k,277,69,6,3,0.31,1487,589,335,225,309,163,128,768,386,92,453,315,360,895,822,563,478,333,898,629,448,395,273,265,160,449,976,506,220,11,12,18,37,18,343,18,29,95,4,139,11,20,0.02,0.17,1.07,1.09,1.2,1.12,False,True,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,0.0,False,True,0.0,0.0,0.0
52,717,483,24,wma,StochAstic_d,76,52,6,6,0.01,683,243,396,279,234,318,331,607,321,214,812,154,29,354,961,656,490,418,724,500,323,295,499,376,661,960,822,480,286,100,11,14,37,16,478,10,34,4,4,776,24,9,0.1,0.03,1.0,1.0,1.08,1.06,False,True,True,True,False,False,False,True,True,True,False,True,False,False,False,False,False,0.0,False,True,0.0,0.0,0.0
53,713,443,26,ema,StochAstic_d,336,67,6,10,0.04,885,242,331,291,539,100,155,520,149,108,195,160,59,375,984,734,449,257,949,848,496,470,102,118,263,509,182,719,689,571,30,49,15,10,561,9,25,99,16,873,8,17,0.21,0.22,1.18,1.12,1.0,1.01,True,True,True,False,False,True,True,True,True,False,True,True,True,True,True,False,False,0.0,False,True,0.0,0.0,0.0
54,697,477,23,sma,StochAstic_k,246,60,6,5,0.38,2000,261,250,389,532,313,42,6,34,193,563,113,122,652,709,610,480,357,744,530,481,434,559,414,611,751,260,668,101,222,3,45,63,8,223,3,40,61,8,638,4,1,0.27,0.4,1.18,1.11,1.01,1.07,True,True,False,False,True,False,True,True,True,False,True,False,True,False,False,False,False,0.0,False,True,0.0,0.0,0.0
55,726,351,24,ema,StochAstic_k,113,55,6,16,0.14,2743,939,349,122,80,363,146,371,24,125,723,360,364,996,651,508,441,339,997,916,455,352,269,98,838,284,241,649,993,903,10,40,88,2,325,11,52,55,9,741,7,21,0.07,0.17,1.07,1.2,1.11,1.18,False,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,False,0.0,False,True,0.0,0.0,0.0
56,759,343,18,wma,StochAstic_k,392,64,6,11,0.22,2122,202,74,179,270,169,269,143,302,276,744,380,142,191,913,568,409,358,934,909,428,343,704,918,288,238,453,165,758,679,15,41,22,12,370,12,36,97,16,586,20,6,0.39,0.38,1.04,1.01,1.08,1.2,True,True,True,True,True,False,False,True,True,True,False,True,False,False,False,False,False,0.0,False,True,0.0,0.0,0.0
57,735,376,24,ema,StochAstic_d,153,61,6,1,0.08,1420,516,7,111,741,135,109,303,371,74,743,273,11,568,830,532,395,376,843,713,447,356,560,829,381,268,858,338,873,456,18,32,35,17,214,2,41,64,7,875,15,25,0.15,0.05,1.1,1.1,1.09,1.15,True,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,0.0,False,True,0.0,0.0,0.0
